,CO_Mean,NO2_Mean,O3_Mean,SO2_Mean,State_Code
0,0.21260671433141448,9.410692531669854,0.024611520153550715,1.0342364504158676,1
1,0.42343775987841964,11.313151640324184,0.01279903242147928,6.08375490881459,2
2,0.49061595499711425,19.06797517754896,0.02498927689003436,1.3642129125286326,4
3,0.4223926885542671,9.753701494622497,0.026168640778896846,1.383302129853996,5
4,0.44748457197715796,13.651893627650798,0.02605288555772765,1.1466952671754234,6
5,0.4431123103899178,19.63427450156333,0.023551376690917284,1.507634161475496,8
6,0.25086601115825063,8.990964940700934,0.028920050646444186,0.9121207620352236,9
7,0.26159997024793513,11.584772992286457,0.026494404407713584,1.0142416876033045,10
8,0.7901699817481421,17.6893664736144,0.024184250000000292,4.209669610445219,11
9,0.42525499467551536,7.363386280577132,0.02679902947758301,0.4954899154255829,12
10,0.32150079772080015,11.226735516187587,0.020592781662781678,0.4848332516187402,13
11,0.3674773482442565,3.1646967472874072,0.025158741369106872,0.9859504518642641,15
12,0.1781478648796496,8.928189525164111,0.027018050328227527,0.3264110875273524,16
13,0.3927593345837699,15.568193815986909,0.022659037073988544,2.68306136664942,17
14,0.35709110053137605,12.119476863851663,0.02941836708315402,3.098320103260084,18
15,0.2171149726885716,6.787498031024833,0.027865079690522324,0.40745261400386573,19
16,0.40866370927573187,11.089180057560545,0.02600202757306257,2.368247946505688,20
17,0.16449451450360958,11.98944265327532,0.029088491760860397,3.7559874640473923,21
18,0.41234733609786506,13.757875041970191,0.023352855910195272,2.345395216888679,22
19,0.22592482677898276,5.13678503111375,0.02503902827752637,0.936111538119627,23
20,0.2813588583142142,9.975961558416286,0.026585523154048864,1.6619646854023225,24
21,0.3184375566011476,18.646618501205403,0.02066739866493616,2.5614352921379604,25
22,0.34847783207040045,16.810260370813936,0.027339352969933926,3.110225326692721,26
23,0.24483987240022514,6.819423561832501,0.02701037352445187,0.6789878889825723,27
24,0.4670523344625429,14.961033508241139,0.0277864110627973,3.44738347259578,29
25,0.22120804330789876,12.044494422355095,0.03203959455557825,0.3414223882243767,32
26,0.34425628426941474,7.397307825693984,0.027948049279104836,1.4162890915644564,33
27,0.40244996760437807,18.595888292009562,0.023563516609306848,3.1150569987655468,34
28,0.2109862237026654,12.344544169424942,0.03169872510518947,0.6127731475455831,35
29,0.35687552833854125,18.488222749273177,0.023640205087463076,4.661484375374284,36
30,0.3548256821634571,10.55309363755867,0.029195529009319068,1.4628961029467717,37
31,0.16846433327282917,4.793945496641885,0.02589418025049907,0.22050365756035514,38
32,0.27053405494025223,12.113816784686628,0.02468952716490796,2.74694860334,39
33,0.1403719235909303,6.763139345438704,0.03137202986635719,0.7212743446833196,40
34,0.30545619501441,9.650598929964461,0.019261145328133007,0.9788027873494967,41
35,0.241591895088185,12.416728753975962,0.02642546473116878,4.041602040112874,42
36,0.2240679920936131,7.14660242156862,0.030076606894370816,0.5175162647058821,44
37,0.1246037350061245,1.9394095085679361,0.031675790085679306,0.8254911670746709,45
38,0.18198003559403905,5.073974402116409,0.03003714357864363,0.47598795177969866,46
39,0.43830561177676286,1.6967711417322868,0.03779688017802147,0.8215545208832415,47
40,0.24795738329484743,11.592394221852276,0.025767211560937597,0.98771248237128,48
41,0.35401093562528696,13.184445900784487,0.03207356483617901,0.402022425703735,49
42,0.3730845645489021,10.533040577398317,0.027901048432266404,2.981669692054255,51
43,0.20477687422037413,10.20509774428276,0.02090567567567568,0.7697024989604995,53
44,0.35042696965699366,14.96873165699212,0.02243217941952499,2.614879899736144,55
45,0.10802039408338249,3.2929330029122963,0.03806643332311479,0.3405115886725862,56
46,0.853502704397224,20.33183038396814,0.02191721901956661,1.9457750286135143,80
